Species,Subspecies,Preliminary,Collector,Colnumber,Herbarium,Group,Country,Area,Status,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
C. disjunctus,,Ce. concolor,J. Dransfield,5589,K,Ceratolobus,Malaysia,Borneo,sterile,5.12,5.2,115.57,115.95,300,,1.12,,,,20.7,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Dransfield,5714,K,Ceratolobus,Malaysia,Borneo,pistillate,5.2,5.33,115.45,115.75,100,,2.02,0,,6,24,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Dransfield,5859,K,Ceratolobus,Malaysia,Borneo,pistillate,4.38,4.63,117.24,117.4,150,15,1.45,0,,6,19.2,6.4,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pale brown
C. disjunctus,,Ce. concolor,J. Dransfield,6264,K,Ceratolobus,Malaysia,Borneo,pistillate,,,,,200,8,1.55,,,6,22,9.7,,,,,1.7,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Dransfield,7149,KEP,Ceratolobus,Brunei,Borneo,?,4.29,4.48,115.11,115.18,850,15,0.82,,,6,18.7,5.5,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Jinuan,29,K,Ceratolobus,Malaysia,Borneo,sterile,,,,,,,1.4,,,,24.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Mogea,B1705,BO,Ceratolobus,Indonesia,Borneo,pistillate,2.43,-2.71,115.37,115.61,500,,1.31,7.7,,,29.7,12,,,,,,17.6,13.9,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,,1,1,1,2,0,1,0,0,2,1,1,0,
C. disjunctus,,Ce. concolor,J. Van Valkenburg,1034,L,Ceratolobus,Indonesia,Borneo,?,1.4,1.66,115,115,,4,0.84,4,,,,,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Van Valkenburg,1067,L,Ceratolobus,Indonesia,Borneo,pistillate,2.51,2.85,115.55,115.91,400,5,0.79,4,33,5,15.5,6,,,,22,5,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,J. Van Valkenburg,1132,K,Ceratolobus,Indonesia,Borneo,sterile,1.4,1.66,115,115,800,8,0.7,4,42,6,,,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,K. Wong,WKM511,K,Ceratolobus,Brunei,Borneo,sterile,4.38,4.63,114.48,114.8,,,1.15,3.5,,6,25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,Kandau,S.43757,K,Ceratolobus,Malaysia,Borneo,pistillate,2.42,2.7,113.47,113.78,,,,,,,17,8.5,,,,,,18.4,14.2,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,red
C. disjunctus,,Ce. concolor,Lee Ying Fah,SAN 96867,KEP,Ceratolobus,Malaysia,Borneo,staminate,5.05,5.08,115.33,115.55,,3,1.58,,,,17.2,6.4,,27.5,0.4,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,M. Stockdale,MCS22,K,Ceratolobus,Brunei,Borneo,sterile,4.33,4.55,115.09,115.15,700,3,0.58,7,,5,14,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,M. Stockdale,MCS33,K,Ceratolobus,Brunei,Borneo,sterile,4.33,4.55,115.09,115.15,400,,,7,,6,17.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,M. Stockdale,MCS40,K,Ceratolobus,Brunei,Borneo,sterile,4.33,4.55,115.09,115.15,450,8,,5,,6,22,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,Maidin,3684,K,Ceratolobus,Malaysia,Borneo,pistillate,,,,,,,1.77,3,,,20,7.5,,,,,2,15.4,9.9,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,,,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,
C. disjunctus,,Ce. concolor,N. Watanabe,NMW54,K,Ceratolobus,Indonesia,Borneo,sterile,1.55,1.91,117.1,117.16,,5,0.8,3.7,45,6,17.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,P. Kessler,2124,BO,Ceratolobus,Indonesia,Borneo,?,0.2,-0.33,115.55,115.91,360,5,1.01,4,,5,15.5,6.5,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,P. Kessler,639,L,Ceratolobus,Indonesia,Borneo,staminate,0.59,-0.98,116.56,116.93,50,5,1.55,,,9,18.4,5.9,,49,0.3,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,,,,1,1,1,,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,Puasa,3879,K,Ceratolobus,Malaysia,Borneo,staminate,5.28,5.46,116.16,116.26,,,0.94,1,,,23.5,5.5,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,S. Sambuling,112,K,Ceratolobus,Malaysia,Borneo,sterile,5.59,5.98,116.14,116.23,,,0.98,,,,17,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,S. Sambuling,92,K,Ceratolobus,Malaysia,Borneo,sterile,5.53,5.88,116.22,116.36,,,,,,,17,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,S. Sambuling,97,K,Ceratolobus,Malaysia,Borneo,sterile,,,,,,,1.02,,,,15.3,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,Saw Leng Guan,FRI 40245,KEP,Ceratolobus,Malaysia,Borneo,?,4.47,4.78,116.54,116.9,550,,1.2,,70,,27.3,5.5,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,,,,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,W. Baker,539,K,Ceratolobus,Brunei,Borneo,sterile,4.36,4.6,115.11,115.18,100,15,1.05,,,7,17.4,9.2,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,W. Baker,559,KEP,Ceratolobus,Malaysia,Borneo,pistillate,5.5,5.83,117.56,117.93,50,15,1.75,,,6,25.7,9.4,,,,,2,17.3,13.9,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. disjunctus,,Ce. concolor,W. Meijer,SAN 122420,K,Ceratolobus,Malaysia,Borneo,pistillate,,,,,,,0.79,3,,,,,,,,,,17.4,16.7,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,0,1,0,0,2,1,1,0,
C. glaucescens,,Ce. glaucescens,C. Backer,25438,L,Ceratolobus,Indonesia,Java,sterile,6.33,-6.55,106.4,106.66,300,,1.29,8,,,22,5.7,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,C. Blume,1043,K,Ceratolobus,Indonesia,Java,pistillate,,,,,,,,,,,20,3.7,,,,24.5,0.7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,0,0,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,C. Blume,s.n.,L,Ceratolobus,Indonesia,Java,pistillate,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,1,,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,J. Dransfield,1103,BO,Ceratolobus,Indonesia,Java,staminate,6.59,-6.98,106.32,106.53,2,4,0.91,13,,7,19,6,,24.5,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,J. Dransfield,1104,BO,Ceratolobus,Indonesia,Java,pistillate,6.59,-6.98,106.32,106.53,10,4,0.89,12.5,,7,20,6,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,0,0,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,P. Hommel,1876,L,Ceratolobus,Indonesia,Java,sterile,6.47,-6.78,105.22,105.36,,,,,,,,,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,P. Hommel,277a,L,Ceratolobus,Indonesia,Java,?,6.47,-6.78,105.22,105.36,,,,,,,,,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. glaucescens,,Ce. glaucescens,S. Koorders,44105,L,Ceratolobus,Indonesia,Java,pistillate,6.24,-6.4,106.47,106.78,93,,,,,,22,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,0,4,1,1,2,2,0,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,C. Peters,s.n.,K,Ceratolobus,Indonesia,Borneo,pistillate,0.5,0.83,112.04,112.06,37,3,1.22,4,61.5,4,20.5,6,,,,25,1.8,11.3,9.2,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,
C. hallierianus,,Ce. discolor,E. Brunig,1,SING,Ceratolobus,Malaysia,Borneo,pistillate,1.42,1.71,110.27,110.46,,,2.05,,,,,,,,,,,16.1,14.7,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,2,1,1,0,
C. hallierianus,,Ce. discolor,H. Christensen,1421,AAU,Ceratolobus,Malaysia,Borneo,sterile,1.2,1.33,112.1,112.16,200,,1.38,,,6,20.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. hallierianus,,Ce. discolor,H. Hallier,2088,BO,Ceratolobus,Indonesia,Borneo,sterile,0.35,0.58,111.56,111.93,,,0.72,1,,,13,3,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,0,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
