Species,Subspecies,Preliminary,Collector,Colnumber,Herbarium,Group,Country,Area,Status,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
C. pseudoconcolor,,Ce. pseudoconcolor,J. Dransfield,1035,BO,Ceratolobus,Indonesia,Java,pistillate,7.07,-7.11,106.41,106.68,600,3,1.01,1,51,6,13,6.3,,,,29,0.7,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
C. pseudoconcolor,,Ce. pseudoconcolor,J. Dransfield,1263,BO,Ceratolobus,Indonesia,Sumatra,staminate,5.42,-5.71,104.37,104.63,100,1,,,,10,,,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. pseudoconcolor,,Ce. pseudoconcolor,J. Dransfield,1266,BO,Ceratolobus,Indonesia,Sumatra,pistillate,5.42,-5.71,104.37,104.63,100,1,,,,10,,,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. pseudoconcolor,,Ce. pseudoconcolor,J. Dransfield,1719,BO,Ceratolobus,Indonesia,Java,staminate,7.07,-7.11,106.41,106.68,600,4,1.17,3,,7,17.5,4.5,,,,,,,,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,4,1,1,2,2,2,,1,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. pseudoconcolor,,Ce. pseudoconcolor,R. Gianno,E302,BO,Ceratolobus,Indonesia,Sumatra,sterile,3.26,-3.43,104.1,104.16,100,,1.01,11,,7,18,8,,,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,0,2,1,7,0,4,1,1,2,2,2,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,A. Church,1222,A,Ceratolobus,Indonesia,Borneo,pistillate,0.49,-0.81,112.03,112.05,110,,1.2,2,,12,21,2.2,,,,,,20.3,14.8,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,reddish-brown
C. subangulatus,,Ce. subangulatus,A. Church,2478,K,Ceratolobus,Indonesia,Borneo,pistillate,0.36,-0.6,112.38,112.63,750,5,0.79,0.5,,12,22.5,1.5,,,,,3.2,18.3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,A. Church,71,A,Ceratolobus,Indonesia,Borneo,pistillate,0.38,-0.63,112.17,112.28,350,,0.75,1,,14,15,1.3,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,reddish-brown
C. subangulatus,,Ce. subangulatus,A. Henderson,4053,NY,Ceratolobus,Malaysia,Borneo,sterile,1.36,1.6,110.11,110.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,A. Julius,FRI 57723,KEP,Ceratolobus,Malaysia,Peninsular,pistillate,4.41,4.68,100.49,100.81,984,,0.69,2.5,,,22,1.4,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,A. Kalat,BRUN 15143,SING,Ceratolobus,Brunei,Borneo,pistillate,4.32,4.53,115.09,115.15,,3,1.25,0.5,,,,1.5,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,dark brown
C. subangulatus,,Ce. subangulatus,A. Mokhtar,44833,K,Ceratolobus,Malaysia,Borneo,pistillate,2.47,2.78,113.01,113.01,250,3,1.19,,,,16,1.6,,,,,3.5,20.7,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,A. Mokhtar,S.44833,NY,Ceratolobus,Malaysia,Borneo,pistillate,2.47,2.78,113.01,113.01,250,3,1.48,1,,,26,1.8,,,,,5.5,19.2,16.9,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,,1,1,1,1,1,,,,,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,0,1,1,0,2,1,1,0,light brown
C. subangulatus,,Ce. subangulatus,Banyeng,S.24497,BH,Ceratolobus,Malaysia,Borneo,pistillate,4.11,4.18,113.59,113.98,,3,1,2.3,57.5,11,26.5,1.4,,,,12,2.2,15,12.5,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,C. Awmack,353,BO,Ceratolobus,Indonesia,Borneo,pistillate,0.02,-0.03,116,116,175,2.5,0.79,1.5,40,8,23,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,C. Furtado,33078,BH,Ceratolobus,Malaysia,Peninsular,staminate,4.51,4.85,100.44,100.73,,,0.72,1.1,32.4,8,22.6,1.2,,22,1.5,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,C. Furtado,33079,BH,Ceratolobus,Malaysia,Peninsular,sterile,4.52,4.86,100.45,100.75,,,0.53,1.5,,,18,1,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,C. Hose,705,K,Ceratolobus,Malaysia,Borneo,pistillate,3.4,3.66,114.45,114.75,,,1.19,1,,,27.5,1.8,,,,,,18.5,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,D. Hodel,1605,BH,Ceratolobus,Thailand,,sterile,5.49,5.81,101.44,101.73,400,10,0.87,3,60,14,23,1,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,D. Simpson,2364,K,Ceratolobus,Brunei,Borneo,pistillate,4.2,4.33,115.09,115.15,250,1.8,0.95,,,,17,1.1,,,,,3.5,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,0,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,pale brown
C. subangulatus,,Ce. subangulatus,D. Sundaling,SAN 105580,K,Ceratolobus,Malaysia,Borneo,pistillate,4.42,4.7,116.29,116.48,,15,0.93,0.7,,15,16.5,1,,,,13,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,D. Sundaling,SAN 134953,L,Ceratolobus,Malaysia,Borneo,?,5.16,5.26,117.07,117.11,550,10,,,,13,,,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,0,1,2,2,2,,1,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Dr. King's collector,1879,K,Ceratolobus,Malaysia,Peninsular,pistillate,4.48,4.8,100.45,100.75,,,0.59,1,,,17,0.7,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Dr. King's collector,7953,K,Ceratolobus,Malaysia,Peninsular,pistillate,,,,,,,,,,,16,2.1,,,,,,24.1,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Dr. King's collector,7953,FI,Ceratolobus,Malaysia,Peninsular,pistillate,4.48,4.8,100.45,100.75,,,,,,,,,,,,,,23.8,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Dr. King's collector,8092,US,Ceratolobus,Malaysia,Peninsular,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,1,1,1,2,2,2,0,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,E. Corner,30094,BH,Ceratolobus,Malaysia,Peninsular,sterile,4.19,4.31,103.1,103.16,,,0.68,0.5,48,8,18,1.6,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,2,1,1,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Fidilis,SAN 118843,L,Ceratolobus,Malaysia,Borneo,pistillate,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,0,1,2,2,2,,1,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,brownish
C. subangulatus,,Ce. subangulatus,H. Christensen,1334,K,Ceratolobus,Malaysia,Borneo,pistillate,1.2,1.33,112.1,112.16,,3,0.7,1,,11,35,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,H. Christensen,1757,K,Ceratolobus,Malaysia,Borneo,pistillate,1.2,1.33,112.1,112.16,200,,0.73,2,,,20.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,H. Hallier,2758,FI,Ceratolobus,Indonesia,Borneo,pistillate,0.13,0.21,111.51,111.85,,,1.04,0.5,,,25.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,H. Kunstler,971,US,Ceratolobus,Malaysia,Peninsular,sterile,4.28,4.46,101.09,101.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,H. Ridley,3489,FI,Ceratolobus,Malaysia,Peninsular,pistillate,4.19,4.31,100.39,100.65,,,0.9,0.5,,,21.5,1.8,,,,13,1.5,18.2,12.5,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,0,1,1,0,2,1,1,0,
C. subangulatus,,Ce. subangulatus,J. Ahmad,BRUN 15408,SING,Ceratolobus,Brunei,Borneo,pistillate,4.34,4.56,114.45,114.75,,4,0.76,0.3,,11,25,1.5,,,,19.5,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,3612,BO,Ceratolobus,Indonesia,Sumatra,pistillate,3.37,-3.61,102.39,102.65,700,10,1.14,,,13,24.5,2,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,3617,K,Ceratolobus,Indonesia,Sumatra,staminate,3.37,-3.61,102.39,102.65,,,0.88,1,,,24,1.4,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,4156,BO,Ceratolobus,Indonesia,Sumatra,pistillate,2.05,-2.08,101.14,101.23,500,15,0.83,0.5,,12,22.5,1.5,,,,,,17.4,11.5,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,0,1,2,2,2,,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,4472,SING,Ceratolobus,Malaysia,Peninsular,staminate,4.35,4.58,101.1,101.16,350,10,0.96,0.7,,8,20,1.7,,11.2,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,4491,SING,Ceratolobus,Malaysia,Peninsular,pistillate,4.38,4.63,101.01,101.01,250,10,0.66,0.5,,8,18.5,1.1,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
